country,year,inctaxshrn,topratep,topratepl1
USA,1995,,40,40
USA,1996,,40,40
USA,1997,,40,40
USA,1998,,40,40
USA,1999,,40,40
USA,2000,,40,40
USA,2001,,39,40
USA,2002,,39,39
USA,2003,,35,39
USA,2004,,35,35
USA,2005,,35,35
Canada,1850,,0,0
Canada,1851,,0,0
Canada,1852,,0,0
Canada,1853,,0,0
Canada,1854,,0,0
Canada,1855,,0,0
Canada,1856,,0,0
Canada,1857,,0,0
Canada,1858,,0,0
Canada,1859,,0,0
Canada,1860,,0,0
Canada,1861,,0,0
Canada,1862,,0,0
Canada,1863,,0,0
Canada,1864,,0,0
Canada,1865,,0,0
Canada,1866,,0,0
Canada,1867,,0,0
Canada,1868,,0,0
Canada,1869,,0,0
Canada,1870,,0,0
Canada,1871,,0,0
Canada,1872,,0,0
Canada,1873,,0,0
Canada,1874,,0,0
Canada,1875,,0,0
Canada,1876,,0,0
Canada,1877,,0,0
Canada,1878,,0,0
Canada,1879,,0,0
Canada,1880,,0,0
Canada,1881,,0,0
Canada,1882,,0,0
Canada,1883,,0,0
Canada,1884,,0,0
Canada,1885,,0,0
Canada,1886,,0,0
Canada,1887,,0,0
Canada,1888,,0,0
Canada,1889,,0,0
Canada,1890,,0,0
Canada,1891,,0,0
Canada,1892,,0,0
Canada,1893,,0,0
Canada,1894,,0,0
Canada,1895,,0,0
Canada,1896,,0,0
Canada,1897,,0,0
Canada,1898,,0,0
Canada,1899,,0,0
Canada,1900,0,0,0
Canada,1901,0,0,0
Canada,1902,0,0,0
Canada,1903,0,0,0
Canada,1904,0,0,0
Canada,1905,0,0,0
Canada,1906,0,0,0
Canada,1907,0,0,0
Canada,1908,0,0,0
Canada,1909,0,0,0
Canada,1910,0,0,0
Canada,1911,0,0,0
Canada,1912,0,0,0
Canada,1913,0,0,0
Canada,1914,0,0,0
Canada,1915,0,0,0
Canada,1916,0,0,0
Canada,1917,0,22,0
Canada,1918,0,26,22
Canada,1919,4,49,26
Canada,1920,7,73,49
