municode,cand.id,uf,muni,name,party,yob,votes,elected,coal.votes,total.votes,raw.vote.margin,vote.margin.coal.votes,vote.margin.electorate,tie,approved,ran.2004,elec.year,time.since.app,pre.applied,post.applied,post.approved,pre.approved,uf_mg,uf_sp,uf_BA,occ_agricultor,occ_bureaucrat,occ_business,edu_primary,party_pmdb,party_pfl,party_psdb,party_pt,pending_yes,gini_2000,pt_pres_1998,income_2000,psdb_2000,latitude,longitude,hdi_2000,pop_2000,pt_pref_2000
566.0,271474.0,RO,URUPA,NATANAEL JARDINETI,PSDB,1966.0,70.0,0.0,1403.0,5905.0,-117.0,-0.08339272986457591,-0.01981371718882303,0.0,yes,0,2000.0,1981.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5889999866485596,0.12923039865108996,128.29200744628906,0.17293319535472002,-11.140555381774902,62.36083221435547,0.6710000038146973,14910.1416015625,0.0
1120.0,1303.0,AC,ACRELANDIA,VICENTE ALMEIDA,PV,1940.0,19.0,0.0,1251.0,3686.0,-147.0,-0.11750599520383694,-0.03988062940857298,0.0,no,0,2000.0,1181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6370000243186951,0.10698610095098757,136.53900146484375,0.3383681096231704,-9.827777862548828,66.88333129882812,0.6800000071525574,7951.0732421875,0.0
1007.0,935.0,AC,BUJARI,MARIA DE JESUS ARAUJO QUEIROZ,PMDB,1952.0,23.0,0.0,941.0,2322.0,-59.0,-0.06269925611052073,-0.025409130060292853,0.0,no,0,2000.0,573.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6439999938011169,0.13570691434468524,118.81500244140625,0.0,-9.83055591583252,67.95222473144531,0.6389999985694885,5837.80126953125,0.0
1007.0,686.0,AC,BUJARI,JOSE RUI LINO DA SILVA,PMDB,1963.0,68.0,0.0,941.0,2322.0,-14.0,-0.01487778958554729,-0.006029285099052541,0.0,no,0,2000.0,573.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6439999938011169,0.13570691434468524,118.81500244140625,0.0,-9.83055591583252,67.95222473144531,0.6389999985694885,5837.80126953125,0.0
1538.0,637.0,AC,SENADOR GUIOMARD,JOSE APOLONIO FLORENTINO DA CONCEIÇÃO,PPS,1958.0,49.0,0.0,1739.0,8064.0,-308.0,-0.1771132834962622,-0.03819444444444445,0.0,no,0,2000.0,573.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5730000138282776,0.143840514929376,152.53399658203125,0.0,-10.152222633361816,67.73916625976562,0.7009999752044678,19801.029296875,0.0
2194.0,10269.0,AM,CANUTAMA,JOSE DINIZ DA SILVA,PP,1939.0,30.0,0.0,1440.0,3193.0,-132.0,-0.09166666666666666,-0.0413404321954275,0.0,no,0,2000.0,573.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.734000027179718,0.09558454591068741,63.90599822998047,0.4142857142857143,-6.533888816833496,64.383056640625,0.5460000038146973,10758.7490234375,0.0
2534.0,13215.0,AM,MANACAPURU,NATANAEL NOGUEIRA DOS SANTOS,PTB,1963.0,706.0,1.0,7146.0,32175.0,117.0,0.0163727959697733,0.0036363636363636364,0.0,no,-2147483648,2004.0,1181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5899999737739563,0.06325493500855486,101.23300170898438,0.0,-3.299722194671631,60.62055587768555,0.6629999876022339,73844.28125,0.0
2550.0,8167.0,AM,MANAUS,DEJACI PAULO FERREIRA DA COSTA,PRTB,1957.0,77.0,0.0,55484.0,706274.0,-4930.0,-0.08885444452454762,-0.006980293767008271,0.0,no,-2147483648,2004.0,771.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6389999985694885,0.19764921394248203,262.3970031738281,0.018233071590498407,-3.1019444465637207,60.025001525878906,0.7739999890327454,1408682.75,0.0
2550.0,8216.0,AM,MANAUS,FRANCISCO VIRGILIO MELO DA SILVA,PV,1968.0,629.0,0.0,31018.0,706274.0,-2248.0,-0.0724740473273583,-0.0031829006872686806,0.0,no,-2147483648,2004.0,771.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6389999985694885,0.19764921394248203,262.3970031738281,0.018233071590498407,-3.1019444465637207,60.025001525878906,0.7739999890327454,1408682.75,0.0
2550.0,8708.0,AM,MANAUS,ELIÚDE BACELAR DE OLIVEIRA,PTC,1958.0,809.0,0.0,26907.0,706274.0,-5043.0,-0.18742334708440184,-0.007140288330024891,0.0,no,-2147483648,2004.0,771.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6389999985694885,0.19764921394248203,262.3970031738281,0.018233071590498407,-3.1019444465637207,60.025001525878906,0.7739999890327454,1408682.75,0.0
2550.0,8171.0,AM,MANAUS,CANUTO FERREIRA COUTO FILHO,PRTB,1965.0,1536.0,0.0,55484.0,706274.0,-3471.0,-0.06255857544517339,-0.004914523258678643,0.0,no,-2147483648,2004.0,771.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6389999985694885,0.19764921394248203,262.3970031738281,0.018233071590498407,-3.1019444465637207,60.025001525878906,0.7739999890327454,1408682.75,0.0
2011.0,13385.0,AM,NOVO AYRAO,MARIA DO SOCORRO TAVARES DA SILVA,PV,1965.0,67.0,0.0,892.0,4674.0,-43.0,-0.04820627802690583,-0.009199828840393666,0.0,no,-2147483648,2004.0,1181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5839999914169312,0.05536501714845664,93.27200317382812,0.0,-2.6213889122009277,60.94416809082031,0.656000018119812,9670.5498046875,0.0
98434.0,9713.0,AM,RIO PRETO DA EVA,VICENTE DE PAULA LIMA,PDT,1937.0,173.0,0.0,1829.0,8230.0,-40.0,-0.02186987424822307,-0.004860267314702308,0.0,no,-2147483648,2004.0,771.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5910000205039978,0.09469472436277415,107.8949966430664,0.0,-2.699444532394409,59.69972229003906,0.6769999861717224,17617.615234375,0.0
98493.0,9692.0,AM,UARINI,HAYER CORREA MARINHO,PL,1963.0,25.0,0.0,730.0,3154.0,-61.0,-0.08356164383561644,-0.019340519974635383,0.0,no,1,2000.0,1981.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5490000247955322,0.018287373004354138,72.81900024414062,0.28397839783978396,-2.990000009536743,65.10832977294922,0.5989999771118164,10274.7705078125,0.0
3123.0,264881.0,RR,PACARAIMA,CLEBER ALVES NOGUEIRA,PRP,1983.0,46.0,0.0,852.0,2833.0,-61.0,-0.0715962441314554,-0.021531944934698198,0.0,pending,-2147483648,2004.0,573.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6809999942779541,0.07851851851851852,147.8730010986328,0.0,4.431388854980469,61.14638900756836,0.7179999947547913,7004.1591796875,0.0
4030.0,179816.0,PA,ACARA,MANOEL EDUARDO SILVA LIMA,PT,1955.0,262.0,1.0,1653.0,12984.0,51.0,0.030852994555353903,0.003927911275415897,0.0,no,0,2000.0,1981.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5099999904632568,0.10282479953880824,81.7979965209961,0.0,-1.9608333110809326,48.1966667175293,0.6290000081062317,52231.58984375,0.0
4260.0,176230.0,PA,AGUA AZUL DO NORTE,HOSANAN PINHEIRO SOUZA,PT,1966.0,11.0,0.0,737.0,5618.0,-111.0,-0.15061058344640435,-0.019757920968316127,0.0,no,0,2000.0,557.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.652999997138977,0.06487025948103792,135.96099853515625,0.0,-6.791110992431641,50.46694564819336,0.6650000214576721,22128.734375,0.0
4260.0,174742.0,PA,AGUA AZUL DO NORTE,JOAQUIM MOREIRA DO NASCIMENTO,PSC,1957.0,112.0,0.0,1649.0,4762.0,-78.0,-0.04730139478471801,-0.01637967240655187,0.0,no,-2147483648,2004.0,557.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652999997138977,0.06487025948103792,135.96099853515625,0.0,-6.791110992431641,50.46694564819336,0.6650000214576721,22128.734375,0.0
4154.0,178631.0,PA,ANANINDEUA,BENEDITO DO PRADO,PT,1954.0,584.0,0.0,10572.0,152506.0,-1053.0,-0.09960272417707151,-0.006904646374568869,0.0,no,-2147483648,2004.0,1342.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5400000214576721,0.2736584690628893,187.79400634765625,0.6538615046896827,-1.3655555248260498,48.372222900390625,0.7820000052452087,394366.21875,0.0
4170.0,166929.0,PA,AUGUSTO CORREA,MIGUEL RAMALHO SILVA,PT,1960.0,283.0,0.0,2822.0,18345.0,-261.0,-0.092487597448618,-0.014227309893704007,0.0,no,-2147483648,2004.0,1342.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.49399998784065247,0.03513938963083329,69.31099700927734,0.34835372525614244,-1.0216666460037231,46.6349983215332,0.6179999709129333,33077.8671875,0.0
4588.0,174231.0,PA,BANNACH,JOSE FERNANDES DA SILVA,PT,1957.0,16.0,0.0,289.0,2208.0,-74.0,-0.2560553633217993,-0.03351449275362319,0.0,no,-2147483648,2004.0,1181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6100000143051147,0.030347349177330896,163.93099975585938,0.1947107438016529,-7.348055362701416,50.39583206176758,0.699999988079071,3787.656982421875,0.0
4332.0,174683.0,PA,BRAGANCA,ELIAS SILVA CUNHA,PSDB,1957.0,757.0,1.0,4689.0,32049.0,206.0,0.04393260823203242,0.006427657649224624,0.0,no,0,2000.0,1342.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5669999718666077,0.09026823720186482,105.27899932861328,0.0,-1.053611159324646,46.76555633544922,0.6620000004768372,93968.9609375,0.0
4456.0,174899.0,PA,CAPITAO POCO,ERICK DA COSTA MONTEIRO,PTB,1976.0,932.0,1.0,3528.0,16774.0,465.0,0.13180272108843538,0.02772147370931203,0.0,no,0,2000.0,1981.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6499999761581421,0.051805148387614956,92.98100280761719,0.0,-1.7463889122009277,47.059444427490234,0.6150000095367432,49869.8125,0.0
4499.0,183027.0,PA,CHAVES,RAIMUNDO NONATO DA CONCEIÇÃO,PTB,1948.0,20.0,0.0,1097.0,5033.0,-101.0,-0.09206927985414767,-0.020067554142658456,0.0,no,0,2000.0,1981.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.527999997138977,0.02642774268402733,62.88100051879883,0.0,-0.1599999964237213,49.98833465576172,0.5809999704360962,17385.14453125,0.0
4537.0,177778.0,PA,CONCEICAO DO ARAGUAIA,MANOEL VITOR ATAIDE,PSC,1956.0,296.0,0.0,2909.0,18846.0,-39.0,-0.013406668958404951,-0.0020694046482012097,0.0,no,-2147483648,2004.0,1181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6299999952316284,0.10576295759333092,152.9810028076172,0.0,-8.25777816772461,49.26472091674805,0.7179999947547913,43473.8828125,0.0
4553.0,178244.0,PA,CURRALINHO,MARCOS BARATINHA OLIVEIRA,PT,1974.0,274.0,1.0,1043.0,8239.0,127.0,0.12176414189837009,0.015414492050006069,0.0,no,-2147483648,2004.0,1181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5509999990463257,0.09058777326875246,64.3239974975586,0.1911049339819319,-1.8136111497879028,49.7952766418457,0.5960000157356262,20056.544921875,0.0
5975.0,175715.0,PA,DOM ELISEU,ELVIMAR RODRIGUES VIEIRA,PMDB,1962.0,11.0,0.0,3738.0,16495.0,-418.0,-0.11182450508293205,-0.025341012428008486,0.0,no,-2147483648,2004.0,1181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6499999761581421,0.10169043845747491,145.7010040283203,0.3220216606498195,-4.284999847412109,47.505001068115234,0.6650000214576721,39609.0703125,0.0
4006.0,177008.0,PA,GOIANESIA DO PARA,JOAQUIM JACIBERQUES GARCIAS URBANO,PDT,1969.0,276.0,1.0,2635.0,8256.0,58.0,0.022011385199240986,0.007025193798449613,0.0,yes,0,2000.0,1181.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6039999723434448,0.10125303152789006,144.0500030517578,0.16442158543554575,-3.8424999713897705,49.09694290161133,0.6650000214576721,22730.951171875,0.0
4650.0,168936.0,PA,IGARAPE-MIRI,CARMO LOURINHO PORTILHO,PMDB,1957.0,152.0,0.0,4179.0,25997.0,-522.0,-0.1249102656137832,-0.020079239912297573,0.0,no,-2147483648,2004.0,1181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5239999890327454,0.12901473729948945,82.94499969482422,0.030109209675773144,-1.975000023841858,48.959720611572266,0.6690000295639038,52710.5546875,0.0
4650.0,168998.0,PA,IGARAPE-MIRI,ADAUTO PANTOJA CARNEIRO,PDT,1961.0,109.0,0.0,3827.0,25997.0,-921.0,-0.2406584792265482,-0.035427164672846866,0.0,pending,-2147483648,2004.0,1181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5239999890327454,0.12901473729948945,82.94499969482422,0.030109209675773144,-1.975000023841858,48.959720611572266,0.6690000295639038,52710.5546875,0.0
4936.0,174198.0,PA,MOJU,LUIZ ORLANDO CARVALHO DE ANDRADE,PRP,1957.0,367.0,0.0,3323.0,24475.0,-47.0,-0.014143845922359314,-0.001920326864147089,0.0,no,-2147483648,2004.0,1181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5699999928474426,0.15575347048001337,90.7760009765625,0.3294072282399131,-1.883888840675354,48.768890380859375,0.6430000066757202,53048.23828125,0.0
4626.0,171680.0,PA,PLACAS,SUZANA DA SILVA CHAGAS,PMDB,1975.0,10.0,0.0,1548.0,5826.0,-157.0,-0.10142118863049096,-0.026948163405423962,0.0,pending,-2147483648,2004.0,573.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5950000286102295,0.10827250608272507,139.42100524902344,0.2560747663551402,-3.8677778244018555,54.220001220703125,0.6899999976158142,13421.130859375,0.0
4685.0,176840.0,PA,QUATIPURU,JOAO BATISTA DA SILVA OLIVEIRA,PDT,1963.0,103.0,0.0,1161.0,4751.0,-58.0,-0.04995693367786391,-0.012207956219743212,0.0,no,0,2000.0,1981.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5490000247955322,0.033414436334144364,71.66799926757812,0.37457098283931356,-0.8969444632530212,47.005279541015625,0.621999979019165,10927.08984375,0.0
5258.0,179027.0,PA,SALVATERRA,LADISLAU MENDES BARBOSA,PTB,1958.0,162.0,0.0,1659.0,6294.0,-46.0,-0.027727546714888487,-0.0073085478233238,0.0,no,1,2000.0,1981.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5619999766349792,0.12287177044886297,101.38300323486328,0.43909253464461334,-0.753333330154419,48.516666412353516,0.7149999737739563,15148.6240234375,0.0
5258.0,176291.0,PA,SALVATERRA,IEDA MARIA AMARAL LEITE,PSDB,1939.0,258.0,1.0,1629.0,6294.0,66.0,0.040515653775322284,0.010486177311725452,0.0,pending,1,2000.0,1981.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5619999766349792,0.12287177044886297,101.38300323486328,0.43909253464461334,-0.753333330154419,48.516666412353516,0.7149999737739563,15148.6240234375,0.0
4243.0,173723.0,PA,SANTA BARBARA DO PARA,FRANCISCO DOS SANTOS CASTRO,PP,1945.0,32.0,0.0,1215.0,7642.0,-223.0,-0.18353909465020576,-0.029180842711332113,0.0,no,-2147483648,2004.0,1181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515999972820282,0.2001310615989515,103.00900268554688,0.4041070317361543,-1.2236111164093018,48.2944450378418,0.6859999895095825,11401.0478515625,0.0
5991.0,182081.0,PA,SANTA MARIA DAS BARREIRAS,OSVALDO ALVES PEREIRA,PSDB,1950.0,16.0,0.0,688.0,3655.0,-97.0,-0.14098837209302326,-0.026538987688098495,0.0,pending,0,2000.0,771.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6240000128746033,0.03876349362119725,112.9020004272461,0.06750587909807719,-8.87166690826416,49.71277618408203,0.652999997138977,10977.1904296875,0.0
5991.0,178021.0,PA,SANTA MARIA DAS BARREIRAS,JOSE BARROS DA SILVA,PV,1960.0,65.0,0.0,1363.0,5295.0,-110.0,-0.08070432868672046,-0.02077431539187913,0.0,no,-2147483648,2004.0,771.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6240000128746033,0.03876349362119725,112.9020004272461,0.06750587909807719,-8.87166690826416,49.71277618408203,0.652999997138977,10977.1904296875,0.0
5355.0,169828.0,PA,SANTAREM,MARCOS ANDRÉ DOS SANTOS MACHADO,PSDB,1971.0,115.0,0.0,15616.0,125094.0,-2202.0,-0.14100922131147542,-0.01760276272243273,0.0,pending,-2147483648,2004.0,812.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6179999709129333,0.12291750791314429,139.90199279785156,0.0,-2.4430556297302246,54.70833206176758,0.7459999918937683,263069.8125,0.0
5355.0,172339.0,PA,SANTAREM,GEOVANI PESSOA DE AGUIAR,PSC,1966.0,1744.0,0.0,25806.0,125094.0,-811.0,-0.031426799968999455,-0.006483124690232944,0.0,pending,-2147483648,2004.0,1342.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6179999709129333,0.12291750791314429,139.90199279785156,0.0,-2.4430556297302246,54.70833206176758,0.7459999918937683,263069.8125,0.0
5355.0,172299.0,PA,SANTAREM,LAUDELINO SARDINHA DE VASCONCELOS,PT,1957.0,268.0,0.0,25598.0,125094.0,-1701.0,-0.06645050394562076,-0.013597774473595855,0.0,no,-2147483648,2004.0,1181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6179999709129333,0.12291750791314429,139.90199279785156,0.0,-2.4430556297302246,54.70833206176758,0.7459999918937683,263069.8125,0.0
5452.0,176929.0,PA,SAO FELIX DO XINGU,JOSE RIBAMAR CHAVES SILVA,PDT,1966.0,272.0,0.0,3037.0,16273.0,-238.0,-0.07836680935133356,-0.014625453204694893,0.0,no,-2147483648,2004.0,771.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.753000020980835,0.045736127586661394,247.95799255371094,0.0,-6.644721984863281,51.994998931884766,0.7089999914169312,34691.12890625,0.0
5797.0,169858.0,PA,SAO GERALDO DO ARAGUAIA,JACY SANTIAGO PEREIRA DA SILVA,PT,1967.0,65.0,0.0,2224.0,12587.0,-291.0,-0.13084532374100719,-0.023119091125764678,0.0,pending,-2147483648,2004.0,1181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.6299999952316284,0.03793859649122807,136.06199645996094,0.0,-6.400555610656738,48.55500030517578,0.6909999847412109,27702.0,0.0
5797.0,173588.0,PA,SAO GERALDO DO ARAGUAIA,JOSÉ MARIA PEREIRA DA SILVA,PSC,1947.0,312.0,0.0,3489.0,12587.0,-9.0,-0.0025795356835769563,-0.0007150234368793199,0.0,no,-2147483648,2004.0,1181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6299999952316284,0.03793859649122807,136.06199645996094,0.0,-6.400555610656738,48.55500030517578,0.6909999847412109,27702.0,0.0
